Date,Description,Amount,Transaction_Type,Category,Account_Name
2024-02-16,Warung Makan,32775.0,EXPENSE,Makan & Minum,Dana
2024-02-16,Warung Nasi,10872.0,EXPENSE,Makan & Minum,BCA
2024-02-16,Es Teh,9746.0,EXPENSE,Makan & Minum,Gopay
2024-02-16,Nasi Padang,18141.0,EXPENSE,Makan & Minum,OVO
2024-02-16,ATM,13887.0,EXPENSE,Lain-lain,Dompet Tunai
2024-02-16,Alat Tulis,23903.0,EXPENSE,Belanja,BCA
2024-02-16,Print Tugas,14011.0,EXPENSE,Lain-lain,Gopay
2024-02-16,Aksesoris,39031.0,EXPENSE,Belanja,BCA
2024-02-16,KFC,65509.0,EXPENSE,Makan & Minum,BCA
2024-02-17,Nasi Padang,33168.0,EXPENSE,Makan & Minum,Gopay
2024-02-17,Game Online,27398.0,EXPENSE,Hiburan,BCA
2024-02-17,Grab Motor,9367.0,EXPENSE,Lain-lain,Dompet Tunai
2024-02-17,Top Up ML,59532.0,EXPENSE,Hiburan,BCA
2024-02-17,Kantin,14149.0,EXPENSE,Makan & Minum,BCA
2024-02-17,McDonalds,66705.0,EXPENSE,Makan & Minum,BCA
2024-02-18,Aksesoris,86056.0,EXPENSE,Belanja,OVO
2024-02-18,Bubble Tea,52281.0,EXPENSE,Makan & Minum,OVO
2024-02-18,Bakmi,33711.0,EXPENSE,Makan & Minum,OVO
2024-02-18,Lazada,97099.0,EXPENSE,Belanja,Gopay
2024-02-18,Warung Makan,21292.0,EXPENSE,Makan & Minum,Gopay
2024-02-18,Starbucks,25796.0,EXPENSE,Makan & Minum,BCA
2024-02-19,Starbucks,35705.0,EXPENSE,Makan & Minum,Gopay
2024-02-19,Game Online,97769.0,EXPENSE,Hiburan,Gopay
2024-02-19,Fotokopi,5233.0,EXPENSE,Lain-lain,Dompet Tunai
2024-02-19,Isi BBM,36666.0,EXPENSE,Tagihan,Gopay
2024-02-19,Bensin,17310.0,EXPENSE,Tagihan,Dompet Tunai
2024-02-19,Nasi Padang,26525.0,EXPENSE,Makan & Minum,BCA
2024-02-19,McDonalds,23845.0,EXPENSE,Makan & Minum,Gopay
2024-02-19,Pizza,23718.0,EXPENSE,Makan & Minum,Gopay
2024-02-19,Starbucks,20998.0,EXPENSE,Makan & Minum,BCA
2024-02-20,Pizza,26002.0,EXPENSE,Makan & Minum,Gopay
2024-02-20,Nasi Padang,57433.0,EXPENSE,Makan & Minum,OVO
2024-02-20,Warung Makan,15023.0,EXPENSE,Makan & Minum,BCA
2024-02-20,Indomaret,67924.0,EXPENSE,Belanja,BCA
2024-02-20,Kopi Kekinian,21465.0,EXPENSE,Makan & Minum,OVO
2024-02-20,Starbucks,23990.0,EXPENSE,Makan & Minum,Dana
2024-02-20,Skincare,140525.0,EXPENSE,Belanja,Dana
2024-02-20,Warung Makan,50450.0,EXPENSE,Makan & Minum,BCA
2024-02-21,Nasi Padang,33703.0,EXPENSE,Makan & Minum,Dana
2024-02-21,Sushi,29331.0,EXPENSE,Makan & Minum,Dana
2024-02-21,Pertamax,20661.0,EXPENSE,Tagihan,Dompet Tunai
2024-02-21,Karaoke,130738.0,EXPENSE,Hiburan,BCA
2024-02-21,Pizza,33553.0,EXPENSE,Makan & Minum,OVO
2024-02-21,KFC,15577.0,EXPENSE,Makan & Minum,OVO
2024-02-21,Pertamax,30273.0,EXPENSE,Tagihan,Dompet Tunai
2024-02-21,Nongkrong,138681.0,EXPENSE,Hiburan,BCA
2024-02-21,Bakmi,22772.0,EXPENSE,Makan & Minum,BCA
2024-02-22,Kopi Kekinian,29108.0,EXPENSE,Makan & Minum,BCA
2024-02-22,Bensin,40549.0,EXPENSE,Tagihan,Dompet Tunai
2024-02-22,Warung Makan,33437.0,EXPENSE,Makan & Minum,OVO
2024-02-22,Warung Makan,21693.0,EXPENSE,Makan & Minum,Gopay
2024-02-22,Pertamax,20426.0,EXPENSE,Tagihan,Dompet Tunai
2024-02-22,Cafe,37556.0,EXPENSE,Makan & Minum,Dana
2024-02-22,Bakmi,66803.0,EXPENSE,Makan & Minum,Dana
2024-02-22,Ongkos,10767.0,EXPENSE,Lain-lain,Gopay
2024-02-22,Warung Makan,19875.0,EXPENSE,Makan & Minum,Gopay
2024-02-23,Print Tugas,2688.0,EXPENSE,Lain-lain,Dompet Tunai
2024-02-23,Warung Nasi,6628.0,EXPENSE,Makan & Minum,BCA
2024-02-23,Warteg,10125.0,EXPENSE,Makan & Minum,BCA
2024-02-23,GrabFood,25155.0,EXPENSE,Makan & Minum,BCA
2024-02-23,Pizza,31750.0,EXPENSE,Makan & Minum,Gopay
2024-02-23,Starbucks,32793.0,EXPENSE,Makan & Minum,BCA
2024-02-23,Cafe,34383.0,EXPENSE,Makan & Minum,Dana
2024-02-23,Parkir,8159.0,EXPENSE,Lain-lain,Dompet Tunai
2024-02-23,ATM,5104.0,EXPENSE,Lain-lain,Dompet Tunai
2024-02-23,Isi BBM,36902.0,EXPENSE,Tagihan,Dompet Tunai
2024-02-23,Starbucks,39346.0,EXPENSE,Makan & Minum,OVO
2024-02-23,Bowling,20006.0,EXPENSE,Hiburan,Gopay
2024-02-24,Nasi Padang,30848.0,EXPENSE,Makan & Minum,BCA
2024-02-24,Kopi Kekinian,64788.0,EXPENSE,Makan & Minum,BCA
2024-02-24,Bubble Tea,17525.0,EXPENSE,Makan & Minum,Gopay
2024-02-24,Es Teh,10139.0,EXPENSE,Makan & Minum,Gopay
2024-02-24,Starbucks,32724.0,EXPENSE,Makan & Minum,OVO
2024-02-24,Bakmi,30934.0,EXPENSE,Makan & Minum,Gopay
2024-02-24,Starbucks,59349.0,EXPENSE,Makan & Minum,OVO
2024-02-24,Es Teh,5945.0,EXPENSE,Makan & Minum,BCA
2024-02-24,Warteg,7899.0,EXPENSE,Makan & Minum,Gopay
2024-02-24,ATM,11095.0,EXPENSE,Lain-lain,Gopay
2024-02-25,Bubble Tea,34384.0,EXPENSE,Makan & Minum,OVO
2024-02-25,Nasi Padang,28096.0,EXPENSE,Makan & Minum,Gopay
2024-02-25,Bubble Tea,27997.0,EXPENSE,Makan & Minum,OVO
2024-02-25,Grab Motor,3562.0,EXPENSE,Lain-lain,Dompet Tunai
2024-02-25,Bakmi,39182.0,EXPENSE,Makan & Minum,BCA
2024-02-25,Kopi Kenangan,27824.0,EXPENSE,Makan & Minum,Dana
2024-02-26,Baju,66507.0,EXPENSE,Belanja,OVO
2024-02-26,Starbucks,27095.0,EXPENSE,Makan & Minum,Dana
2024-02-26,Bakmi,37864.0,EXPENSE,Makan & Minum,Gopay
2024-02-26,Mie Instan,9849.0,EXPENSE,Makan & Minum,BCA
2024-02-26,Bensin,22551.0,EXPENSE,Tagihan,Gopay
2024-02-26,GoFood,15718.0,EXPENSE,Makan & Minum,Gopay
2024-02-26,KFC,33419.0,EXPENSE,Makan & Minum,OVO
2024-02-26,GoFood,74134.0,EXPENSE,Makan & Minum,BCA
2024-02-26,Isi BBM,48068.0,EXPENSE,Tagihan,Gopay
2024-02-26,Indomaret,46861.0,EXPENSE,Belanja,Gopay
2024-02-26,Warteg,5129.0,EXPENSE,Makan & Minum,Dompet Tunai
2024-02-27,Starbucks,37173.0,EXPENSE,Makan & Minum,BCA
2024-02-27,Nasi Padang,24953.0,EXPENSE,Makan & Minum,Gopay
2024-02-27,Nasi Padang,66237.0,EXPENSE,Makan & Minum,BCA
2024-02-27,ATM,8289.0,EXPENSE,Lain-lain,Dompet Tunai
2024-02-27,Kopi Kekinian,42003.0,EXPENSE,Makan & Minum,OVO
2024-02-27,Indomaret,71681.0,EXPENSE,Belanja,BCA
2024-02-28,Uang Bulanan,1203227.0,INCOME,Gaji,Gopay
2024-02-28,Dana Darurat,55380.0,INCOME,Goals,BCA
2024-02-28,Print Tugas,14004.0,EXPENSE,Lain-lain,Dompet Tunai
2024-02-28,Sushi,26962.0,EXPENSE,Makan & Minum,Gopay
2024-02-28,Starbucks,74081.0,EXPENSE,Makan & Minum,OVO
2024-02-28,Lazada,125112.0,EXPENSE,Belanja,OVO
2024-02-28,Print Tugas,11466.0,EXPENSE,Lain-lain,Dompet Tunai
2024-02-28,Bensin,32486.0,EXPENSE,Tagihan,Dompet Tunai
2024-02-28,McDonalds,21911.0,EXPENSE,Makan & Minum,OVO
2024-02-29,Kopi Kenangan,22289.0,EXPENSE,Makan & Minum,Dana
2024-02-29,Aksesoris,40095.0,EXPENSE,Belanja,OVO
2024-02-29,Netflix,94350.0,EXPENSE,Hiburan,OVO
2024-03-01,Transfer Ortu,2865925.0,INCOME,Gaji,Gopay
2024-03-01,Bubble Tea,19602.0,EXPENSE,Makan & Minum,Gopay
2024-03-01,Nasi Padang,27418.0,EXPENSE,Makan & Minum,OVO
2024-03-01,GrabFood,60098.0,EXPENSE,Makan & Minum,BCA
2024-03-01,Isi BBM,44647.0,EXPENSE,Tagihan,Gopay
2024-03-01,Grab Motor,11845.0,EXPENSE,Lain-lain,Gopay
2024-03-01,Freelance,1064340.0,INCOME,Gaji,BCA
2024-03-01,Lazada,38273.0,EXPENSE,Belanja,Gopay
2024-03-01,GoFood,36173.0,EXPENSE,Makan & Minum,Gopay
2024-03-01,Starbucks,24510.0,EXPENSE,Makan & Minum,Dana
2024-03-01,Kantin,6253.0,EXPENSE,Makan & Minum,BCA
2024-03-01,Kantin,13568.0,EXPENSE,Makan & Minum,Gopay
2024-03-02,Kiriman Ortu,1355139.0,INCOME,Gaji,BCA
2024-03-02,Bayar Kost,1272028.0,EXPENSE,Tagihan,Dompet Tunai
2024-03-02,Bakmi,47412.0,EXPENSE,Makan & Minum,OVO
2024-03-02,Bakmi,31407.0,EXPENSE,Makan & Minum,BCA
2024-03-02,Starbucks,37995.0,EXPENSE,Makan & Minum,Gopay
2024-03-02,Pizza,31085.0,EXPENSE,Makan & Minum,Gopay
2024-03-02,Kantin,14201.0,EXPENSE,Makan & Minum,Gopay
2024-03-02,Warung Nasi,19525.0,EXPENSE,Makan & Minum,BCA
2024-03-02,Kost,591277.0,EXPENSE,Tagihan,Dompet Tunai
2024-03-02,Mie Instan,6848.0,EXPENSE,Makan & Minum,BCA
2024-03-02,Kiriman Papa,2296279.0,INCOME,Gaji,Gopay
2024-03-02,McDonalds,24637.0,EXPENSE,Makan & Minum,OVO
2024-03-03,Tokopedia,135935.0,EXPENSE,Belanja,Dana
2024-03-03,Kost,948280.0,EXPENSE,Tagihan,Dompet Tunai
2024-03-03,Starbucks,27158.0,EXPENSE,Makan & Minum,BCA
2024-03-03,Cafe,59948.0,EXPENSE,Makan & Minum,BCA
2024-03-03,McDonalds,28457.0,EXPENSE,Makan & Minum,OVO
2024-03-03,Bubble Tea,27771.0,EXPENSE,Makan & Minum,Gopay
2024-03-03,Warung Makan,72853.0,EXPENSE,Makan & Minum,BCA
2024-03-04,Isi BBM,32322.0,EXPENSE,Tagihan,Gopay
2024-03-04,Skincare,46536.0,EXPENSE,Belanja,OVO
2024-03-04,Isi BBM,26522.0,EXPENSE,Tagihan,Dompet Tunai
2024-03-04,Es Teh,6718.0,EXPENSE,Makan & Minum,Gopay
2024-03-04,Kantin,25880.0,EXPENSE,Makan & Minum,Gopay
2024-03-04,Baju,91121.0,EXPENSE,Belanja,BCA
2024-03-04,Pizza,27708.0,EXPENSE,Makan & Minum,OVO
2024-03-04,Nasi Padang,23166.0,EXPENSE,Makan & Minum,Gopay
2024-03-05,Mie Instan,12614.0,EXPENSE,Makan & Minum,BCA
2024-03-05,Bioskop,24744.0,EXPENSE,Hiburan,OVO
2024-03-05,Isi BBM,39539.0,EXPENSE,Tagihan,Gopay
2024-03-05,Kost,945049.0,EXPENSE,Tagihan,Dompet Tunai
2024-03-05,Kopi Kenangan,38998.0,EXPENSE,Makan & Minum,Dana
2024-03-05,Cafe,25410.0,EXPENSE,Makan & Minum,Gopay
2024-03-05,GoFood,32708.0,EXPENSE,Makan & Minum,BCA
2024-03-05,McDonalds,33781.0,EXPENSE,Makan & Minum,Gopay
2024-03-05,Warteg,9241.0,EXPENSE,Makan & Minum,BCA
2024-03-05,Cafe,42916.0,EXPENSE,Makan & Minum,BCA
2024-03-06,Bioskop,60883.0,EXPENSE,Hiburan,Gopay
2024-03-06,Sushi,21043.0,EXPENSE,Makan & Minum,OVO
2024-03-06,Starbucks,28537.0,EXPENSE,Makan & Minum,Gopay
2024-03-06,Nasi Padang,37943.0,EXPENSE,Makan & Minum,BCA
2024-03-06,Isi BBM,42952.0,EXPENSE,Tagihan,Gopay
2024-03-06,ATM,5249.0,EXPENSE,Lain-lain,Gopay
2024-03-06,Nasi Bungkus,22406.0,EXPENSE,Makan & Minum,Dompet Tunai
2024-03-06,GrabFood,43484.0,EXPENSE,Makan & Minum,Gopay
2024-03-06,Gorengan,12362.0,EXPENSE,Makan & Minum,Dompet Tunai
2024-03-06,Bubble Tea,33034.0,EXPENSE,Makan & Minum,Gopay
2024-03-06,GoFood,18796.0,EXPENSE,Makan & Minum,BCA
2024-03-06,Baju,32442.0,EXPENSE,Belanja,OVO
2024-03-07,Sushi,22594.0,EXPENSE,Makan & Minum,Dana
2024-03-07,Skincare,46762.0,EXPENSE,Belanja,BCA
2024-03-07,Isi BBM,22840.0,EXPENSE,Tagihan,Gopay
2024-03-07,Nasi Padang,41749.0,EXPENSE,Makan & Minum,OVO
2024-03-07,GrabFood,17951.0,EXPENSE,Makan & Minum,BCA
2024-03-07,Nasi Padang,17894.0,EXPENSE,Makan & Minum,OVO
2024-03-07,GrabFood,18490.0,EXPENSE,Makan & Minum,Gopay
2024-03-07,Nongkrong,122496.0,EXPENSE,Hiburan,OVO
2024-03-07,Parkir,3648.0,EXPENSE,Lain-lain,Dompet Tunai
2024-03-07,Nasi Bungkus,14987.0,EXPENSE,Makan & Minum,Gopay
2024-03-07,Gorengan,13024.0,EXPENSE,Makan & Minum,Dompet Tunai
2024-03-08,Warung Makan,32340.0,EXPENSE,Makan & Minum,BCA
2024-03-08,Warung Makan,27339.0,EXPENSE,Makan & Minum,OVO
2024-03-08,Kopi Kenangan,25351.0,EXPENSE,Makan & Minum,Gopay
2024-03-08,Isi BBM,37638.0,EXPENSE,Tagihan,Dompet Tunai
2024-03-08,Game Online,184169.0,EXPENSE,Hiburan,OVO
2024-03-08,Warung Makan,30560.0,EXPENSE,Makan & Minum,OVO
2024-03-08,GrabFood,55154.0,EXPENSE,Makan & Minum,OVO
2024-03-08,Bensin,31217.0,EXPENSE,Tagihan,Dompet Tunai
2024-03-08,ATM,13826.0,EXPENSE,Lain-lain,Gopay
2024-03-09,Warung Makan,20675.0,EXPENSE,Makan & Minum,Dana
2024-03-09,Tokopedia,38376.0,EXPENSE,Belanja,OVO
2024-03-09,Nasi Bungkus,13440.0,EXPENSE,Makan & Minum,BCA
2024-03-09,GoFood,20717.0,EXPENSE,Makan & Minum,Dana
2024-03-09,Kopi Kenangan,29075.0,EXPENSE,Makan & Minum,Gopay
2024-03-09,Ongkos,6991.0,EXPENSE,Lain-lain,Gopay
2024-03-10,Warung Makan,20898.0,EXPENSE,Makan & Minum,OVO
2024-03-10,GoFood,30862.0,EXPENSE,Makan & Minum,OVO
2024-03-10,Paket Data,93429.0,EXPENSE,Tagihan,BCA
2024-03-10,Starbucks,48229.0,EXPENSE,Makan & Minum,Dana
2024-03-10,Cafe,33208.0,EXPENSE,Makan & Minum,BCA
2024-03-10,Spotify,48654.0,EXPENSE,Tagihan,Gopay
2024-03-10,Paket Data,22122.0,EXPENSE,Tagihan,BCA
2024-03-11,Bensin,31865.0,EXPENSE,Tagihan,Gopay
2024-03-11,Bensin,15446.0,EXPENSE,Tagihan,Gopay
2024-03-11,Parkir,9624.0,EXPENSE,Lain-lain,Dompet Tunai
2024-03-11,Print Tugas,6974.0,EXPENSE,Lain-lain,Dompet Tunai
2024-03-11,Bubble Tea,21251.0,EXPENSE,Makan & Minum,OVO
2024-03-11,Pizza,34072.0,EXPENSE,Makan & Minum,Gopay
2024-03-11,Nasi Bungkus,6222.0,EXPENSE,Makan & Minum,Dompet Tunai
2024-03-11,Cafe,38571.0,EXPENSE,Makan & Minum,Gopay
2024-03-11,Sushi,36585.0,EXPENSE,Makan & Minum,Dana
2024-03-11,Shopee,56491.0,EXPENSE,Belanja,BCA
2024-03-11,Clubbing,104120.0,EXPENSE,Hiburan,OVO
2024-03-11,Print Tugas,12027.0,EXPENSE,Lain-lain,Dompet Tunai
2024-03-11,Pertamax,34208.0,EXPENSE,Tagihan,Dompet Tunai
2024-03-11,Warung Makan,39049.0,EXPENSE,Makan & Minum,Dana
2024-03-12,Es Teh,16148.0,EXPENSE,Makan & Minum,Gopay
2024-03-12,Spotify,47656.0,EXPENSE,Hiburan,OVO
2024-03-12,McDonalds,46505.0,EXPENSE,Makan & Minum,BCA
2024-03-12,Kopi Kekinian,33823.0,EXPENSE,Makan & Minum,OVO
2024-03-12,Shopee,80637.0,EXPENSE,Belanja,BCA
2024-03-12,Warung Makan,27234.0,EXPENSE,Makan & Minum,Gopay
2024-03-12,Nasi Padang,62738.0,EXPENSE,Makan & Minum,BCA
2024-03-12,Kantin,12927.0,EXPENSE,Makan & Minum,Dompet Tunai
2024-03-13,Bioskop,61881.0,EXPENSE,Hiburan,Gopay
2024-03-13,Warung Nasi,14526.0,EXPENSE,Makan & Minum,Dompet Tunai
2024-03-13,Nasi Bungkus,6191.0,EXPENSE,Makan & Minum,Dompet Tunai
2024-03-13,ATM,4963.0,EXPENSE,Lain-lain,Dompet Tunai
2024-03-13,Fotokopi,11135.0,EXPENSE,Lain-lain,Dompet Tunai
2024-03-13,Skincare,131874.0,EXPENSE,Belanja,BCA
2024-03-13,Isi BBM,23181.0,EXPENSE,Tagihan,Gopay
2024-03-13,Warung Makan,28809.0,EXPENSE,Makan & Minum,BCA
2024-03-13,Warung Makan,77553.0,EXPENSE,Makan & Minum,BCA
2024-03-13,Print Tugas,9237.0,EXPENSE,Lain-lain,Dompet Tunai
2024-03-13,Warung Makan,34491.0,EXPENSE,Makan & Minum,Gopay
2024-03-13,KFC,46143.0,EXPENSE,Makan & Minum,BCA
2024-03-14,Isi BBM,17017.0,EXPENSE,Tagihan,Dompet Tunai
2024-03-14,Tokopedia,63137.0,EXPENSE,Belanja,BCA
2024-03-14,ATM,10231.0,EXPENSE,Lain-lain,Gopay
2024-03-14,Grab Motor,3471.0,EXPENSE,Lain-lain,Gopay
2024-03-14,Isi BBM,33511.0,EXPENSE,Tagihan,Gopay
2024-03-15,Honor Kerja,1199256.0,INCOME,Gaji,Gopay
2024-03-15,Bioskop,48856.0,EXPENSE,Hiburan,Gopay
2024-03-15,Nasi Padang,37948.0,EXPENSE,Makan & Minum,Dana
2024-03-15,Nasi Padang,40988.0,EXPENSE,Makan & Minum,BCA
2024-03-15,Pertamax,30995.0,EXPENSE,Tagihan,Gopay
2024-03-15,Ongkos,2332.0,EXPENSE,Lain-lain,Gopay
2024-03-15,GoFood,21488.0,EXPENSE,Makan & Minum,Gopay
2024-03-15,Nasi Padang,24073.0,EXPENSE,Makan & Minum,BCA
2024-03-16,Kopi Kenangan,32984.0,EXPENSE,Makan & Minum,OVO
2024-03-16,GrabFood,74378.0,EXPENSE,Makan & Minum,Gopay
2024-03-16,McDonalds,24733.0,EXPENSE,Makan & Minum,Gopay
2024-03-16,Starbucks,31654.0,EXPENSE,Makan & Minum,Dana
2024-03-16,Warteg,14709.0,EXPENSE,Makan & Minum,Gopay
2024-03-16,McDonalds,52197.0,EXPENSE,Makan & Minum,OVO
2024-03-16,Nasi Padang,31630.0,EXPENSE,Makan & Minum,OVO
2024-03-17,Gorengan,8489.0,EXPENSE,Makan & Minum,Gopay
2024-03-17,Top Up,13531.0,EXPENSE,Hiburan,BCA
2024-03-17,Kopi Kekinian,54895.0,EXPENSE,Makan & Minum,Gopay
2024-03-17,KFC,56303.0,EXPENSE,Makan & Minum,OVO
2024-03-17,GoFood,63010.0,EXPENSE,Makan & Minum,BCA
2024-03-17,Nasi Padang,30407.0,EXPENSE,Makan & Minum,BCA
2024-03-17,Cafe,75139.0,EXPENSE,Makan & Minum,Dana
2024-03-17,Print Tugas,7785.0,EXPENSE,Lain-lain,Dompet Tunai
2024-03-17,Konser,61560.0,EXPENSE,Hiburan,BCA
2024-03-18,Mie Instan,7346.0,EXPENSE,Makan & Minum,Gopay
2024-03-18,Pertamax,15983.0,EXPENSE,Tagihan,Dompet Tunai
2024-03-18,Bakmi,38293.0,EXPENSE,Makan & Minum,OVO
2024-03-18,Starbucks,28377.0,EXPENSE,Makan & Minum,OVO
2024-03-18,GoFood,24195.0,EXPENSE,Makan & Minum,BCA
2024-03-18,Kopi Kekinian,26468.0,EXPENSE,Makan & Minum,BCA
2024-03-18,Bubble Tea,35834.0,EXPENSE,Makan & Minum,Gopay
2024-03-18,Fotokopi,12346.0,EXPENSE,Lain-lain,Dompet Tunai
2024-03-19,Nasi Bungkus,10148.0,EXPENSE,Makan & Minum,Dompet Tunai
2024-03-19,Warung Nasi,22045.0,EXPENSE,Makan & Minum,Dompet Tunai
2024-03-19,Shopee,74421.0,EXPENSE,Belanja,Dana
2024-03-19,Bakmi,39665.0,EXPENSE,Makan & Minum,OVO
2024-03-19,Spotify,45207.0,EXPENSE,Hiburan,BCA
2024-03-19,Bubble Tea,21205.0,EXPENSE,Makan & Minum,Gopay
2024-03-19,Warung Makan,58555.0,EXPENSE,Makan & Minum,Gopay
2024-03-19,Warung Makan,18363.0,EXPENSE,Makan & Minum,OVO
2024-03-20,Nasi Padang,45239.0,EXPENSE,Makan & Minum,OVO
2024-03-20,Kopi Kenangan,33801.0,EXPENSE,Makan & Minum,OVO
2024-03-20,Pertamax,31507.0,EXPENSE,Tagihan,Dompet Tunai
2024-03-21,Nasi Padang,51736.0,EXPENSE,Makan & Minum,BCA
2024-03-21,Ongkos,7226.0,EXPENSE,Lain-lain,Gopay
2024-03-21,Es Teh,11354.0,EXPENSE,Makan & Minum,BCA
2024-03-21,Mie Instan,11148.0,EXPENSE,Makan & Minum,Dompet Tunai
2024-03-21,GrabFood,30927.0,EXPENSE,Makan & Minum,BCA
2024-03-21,Bubble Tea,34731.0,EXPENSE,Makan & Minum,OVO
2024-03-21,Pizza,23795.0,EXPENSE,Makan & Minum,BCA
2024-03-21,Cafe,32333.0,EXPENSE,Makan & Minum,Gopay
2024-03-21,Bakmi,27099.0,EXPENSE,Makan & Minum,Dana
2024-03-22,Kopi Kenangan,31791.0,EXPENSE,Makan & Minum,OVO
2024-03-22,Isi BBM,28528.0,EXPENSE,Tagihan,Dompet Tunai
2024-03-22,Warung Makan,28772.0,EXPENSE,Makan & Minum,Gopay
2024-03-22,Nasi Padang,31871.0,EXPENSE,Makan & Minum,Dana
2024-03-22,KFC,23995.0,EXPENSE,Makan & Minum,BCA
2024-03-22,Warung Makan,22690.0,EXPENSE,Makan & Minum,OVO
2024-03-22,GoFood,69570.0,EXPENSE,Makan & Minum,OVO
2024-03-22,ATM,13471.0,EXPENSE,Lain-lain,Gopay
2024-03-22,Clubbing,77344.0,EXPENSE,Hiburan,OVO
2024-03-23,Nasi Padang,16687.0,EXPENSE,Makan & Minum,Gopay
2024-03-23,Pizza,52510.0,EXPENSE,Makan & Minum,OVO
2024-03-23,Nasi Padang,26287.0,EXPENSE,Makan & Minum,BCA
2024-03-23,Karaoke,71926.0,EXPENSE,Hiburan,BCA
2024-03-23,Bubble Tea,18175.0,EXPENSE,Makan & Minum,BCA
2024-03-23,Bakmi,51514.0,EXPENSE,Makan & Minum,Dana
2024-03-24,Baju,91781.0,EXPENSE,Belanja,OVO
2024-03-24,Parkir,14478.0,EXPENSE,Lain-lain,Gopay
2024-03-24,Warung Makan,21594.0,EXPENSE,Makan & Minum,OVO
2024-03-24,Nasi Padang,20040.0,EXPENSE,Makan & Minum,BCA
2024-03-24,Top Up ML,38386.0,EXPENSE,Hiburan,BCA
2024-03-24,Warteg,27356.0,EXPENSE,Makan & Minum,Dompet Tunai
2024-03-25,Aksesoris,85462.0,EXPENSE,Belanja,OVO
2024-03-25,Kantin,10162.0,EXPENSE,Makan & Minum,Gopay
2024-03-25,Sushi,48126.0,EXPENSE,Makan & Minum,Dana
2024-03-25,Warung Makan,36621.0,EXPENSE,Makan & Minum,Gopay
2024-03-25,Kopi Kenangan,38384.0,EXPENSE,Makan & Minum,Dana
2024-03-25,Baju,149100.0,EXPENSE,Belanja,Gopay
2024-03-25,Kantin,12634.0,EXPENSE,Makan & Minum,BCA
2024-03-25,Warung Makan,16694.0,EXPENSE,Makan & Minum,BCA
2024-03-26,Nasi Bungkus,13528.0,EXPENSE,Makan & Minum,Gopay
2024-03-26,Kantin,5599.0,EXPENSE,Makan & Minum,Dompet Tunai
2024-03-26,Kopi Kenangan,65225.0,EXPENSE,Makan & Minum,BCA
2024-03-26,Kopi Kenangan,20767.0,EXPENSE,Makan & Minum,BCA
2024-03-26,Pertamax,36528.0,EXPENSE,Tagihan,Gopay
2024-03-26,Ongkos,6891.0,EXPENSE,Lain-lain,Gopay
2024-03-26,Top Up ML,75043.0,EXPENSE,Hiburan,BCA
2024-03-26,Indomaret,30322.0,EXPENSE,Belanja,Gopay
2024-03-26,Starbucks,42974.0,EXPENSE,Makan & Minum,BCA
2024-03-27,McDonalds,18099.0,EXPENSE,Makan & Minum,Gopay
2024-03-27,Pertamax,46702.0,EXPENSE,Tagihan,Gopay
2024-03-27,Kopi Kenangan,65391.0,EXPENSE,Makan & Minum,OVO
2024-03-27,Tokopedia,54200.0,EXPENSE,Belanja,Dana
2024-03-27,Bensin,32267.0,EXPENSE,Tagihan,Gopay
2024-03-27,Bakmi,72555.0,EXPENSE,Makan & Minum,BCA
2024-03-28,Warung Makan,78517.0,EXPENSE,Makan & Minum,Dana
2024-03-28,Dana Darurat,72086.0,INCOME,Goals,BCA
2024-03-28,Warung Makan,30868.0,EXPENSE,Makan & Minum,Gopay
2024-03-28,Simpanan,111060.0,INCOME,Goals,BCA
2024-03-28,Nasi Padang,62714.0,EXPENSE,Makan & Minum,OVO
2024-03-28,Honor Kerja,1138963.0,INCOME,Gaji,BCA
2024-03-28,Bakmi,33360.0,EXPENSE,Makan & Minum,Dana
2024-03-28,Grab Motor,14432.0,EXPENSE,Lain-lain,Gopay
2024-03-29,Warung Makan,30562.0,EXPENSE,Makan & Minum,OVO
2024-03-29,Es Teh,7456.0,EXPENSE,Makan & Minum,Dompet Tunai
2024-03-29,Skincare,89300.0,EXPENSE,Belanja,OVO
2024-03-29,Bensin,46338.0,EXPENSE,Tagihan,Gopay
2024-03-29,Bakmi,36802.0,EXPENSE,Makan & Minum,Dana
2024-03-29,Pizza,33943.0,EXPENSE,Makan & Minum,BCA
2024-03-29,Pizza,44567.0,EXPENSE,Makan & Minum,Gopay
2024-03-29,Warung Makan,20579.0,EXPENSE,Makan & Minum,OVO
2024-03-29,Lazada,62015.0,EXPENSE,Belanja,BCA
2024-03-30,YouTube Premium,11818.0,EXPENSE,Hiburan,BCA
2024-03-30,Kopi Kekinian,25267.0,EXPENSE,Makan & Minum,Gopay
2024-03-30,Nasi Padang,38355.0,EXPENSE,Makan & Minum,BCA
2024-03-30,Bakmi,42185.0,EXPENSE,Makan & Minum,OVO
2024-03-30,Warung Makan,36370.0,EXPENSE,Makan & Minum,Dana
2024-03-30,Print Tugas,12134.0,EXPENSE,Lain-lain,Gopay
2024-03-30,Skincare,90194.0,EXPENSE,Belanja,Gopay
2024-03-31,ATM,8098.0,EXPENSE,Lain-lain,Gopay
2024-03-31,Game Online,139262.0,EXPENSE,Hiburan,BCA
2024-03-31,Bubble Tea,16982.0,EXPENSE,Makan & Minum,Gopay
2024-03-31,KFC,16632.0,EXPENSE,Makan & Minum,Gopay
2024-04-01,Isi BBM,41935.0,EXPENSE,Tagihan,Gopay
