Date,Title,Amount,Type,Category,Account
2024-02-24,Grab Motor,44720.26,EXPENSE,Lain-lain,BCA
2024-02-24,Karaoke,111089.93,EXPENSE,Hiburan,BCA
2024-02-24,Gojek,5256.18,EXPENSE,Lain-lain,Dompet Tunai
2024-02-24,ATM,32968.29,EXPENSE,Lain-lain,BCA
2024-02-24,Langganan Spotify,131233.87,EXPENSE,Tagihan,Gopay
2024-02-24,Top Up Game,14196.3,EXPENSE,Hiburan,BCA
2024-02-24,Wifi Bulanan,16616.65,EXPENSE,Tagihan,Gopay
2024-02-24,Print Tugas,14471.03,EXPENSE,Lain-lain,BCA
2024-02-24,Olahraga,52645.93,EXPENSE,Hiburan,Dompet Tunai
2024-02-24,Indomaret,6474.76,EXPENSE,Belanja,Gopay
2024-02-25,Listrik Kos,23151.94,EXPENSE,Tagihan,Gopay
2024-02-25,Tiket Wahana,75617.04,EXPENSE,Hiburan,Gopay
2024-02-26,Transfer Orang Tua,670336.39,INCOME,Gaji,BCA
2024-02-26,Tokopedia,70365.57,EXPENSE,Belanja,Dompet Tunai
2024-02-26,Karaoke,46422.09,EXPENSE,Hiburan,Gopay
2024-02-26,Iuran Kebersihan,84114.43,EXPENSE,Tagihan,Dompet Tunai
2024-02-26,Baju,28440.77,EXPENSE,Belanja,BCA
2024-02-26,Sepatu,122740.11,EXPENSE,Belanja,Gopay
2024-02-27,Langganan Spotify,44753.3,EXPENSE,Tagihan,Gopay
2024-02-27,Indomaret,40380.48,EXPENSE,Belanja,Dompet Tunai
2024-02-27,Langganan Spotify,139355.21,EXPENSE,Tagihan,Gopay
2024-02-27,Warung Nasi,11844.69,EXPENSE,Makan & Minum,Dompet Tunai
2024-02-27,Tokopedia,6019.77,EXPENSE,Belanja,Gopay
2024-02-27,Kopi Kenangan,21914.97,EXPENSE,Makan & Minum,Dompet Tunai
2024-02-27,Fotokopi,34042.77,EXPENSE,Lain-lain,Dompet Tunai
2024-02-27,Karaoke,46206.92,EXPENSE,Hiburan,Gopay
2024-02-28,Donasi,8098.9,EXPENSE,Lain-lain,Gopay
2024-02-28,Karaoke,54909.21,EXPENSE,Hiburan,BCA
2024-02-28,Top Up OVO,124137.35,EXPENSE,Tagihan,Gopay
2024-02-28,Tiket Wahana,38564.99,EXPENSE,Hiburan,BCA
2024-02-28,Listrik Kos,80849.19,EXPENSE,Tagihan,Dompet Tunai
2024-02-29,Netflix,105864.63,EXPENSE,Tagihan,BCA
2024-02-29,Ongkos Angkot,28644.08,EXPENSE,Lain-lain,Gopay
2024-02-29,Bowling,120078.95,EXPENSE,Hiburan,Gopay
2024-02-29,Gaji Part Time,615469.86,INCOME,Gaji,BCA
2024-02-29,Listrik Kos,30351.6,EXPENSE,Tagihan,Gopay
2024-02-29,Baju,164109.65,EXPENSE,Belanja,Gopay
2024-02-29,Pulsa,121522.51,EXPENSE,Tagihan,Gopay
2024-03-01,Bowling,149287.1,EXPENSE,Hiburan,Dompet Tunai
2024-03-01,Bakso,38558.02,EXPENSE,Makan & Minum,Gopay
2024-03-01,Indomaret,163515.7,EXPENSE,Belanja,Gopay
2024-03-01,Simpanan Bulanan,348575.8,INCOME,Goals,BCA
2024-03-02,Indomaret,119699.44,EXPENSE,Belanja,BCA
2024-03-02,Alat Tulis,151779.74,EXPENSE,Belanja,Gopay
2024-03-02,Listrik Kos,101831.68,EXPENSE,Tagihan,Gopay
2024-03-03,Donasi,17513.74,EXPENSE,Lain-lain,Gopay
2024-03-03,Konser,143057.61,EXPENSE,Hiburan,Gopay
2024-03-03,Bowling,63471.55,EXPENSE,Hiburan,Dompet Tunai
2024-03-03,Grab Motor,8814.66,EXPENSE,Lain-lain,BCA
2024-03-04,Olahraga,47834.68,EXPENSE,Hiburan,Gopay
2024-03-04,Listrik Kos,142784.42,EXPENSE,Tagihan,Gopay
2024-03-04,Iuran Kebersihan,32052.66,EXPENSE,Tagihan,Dompet Tunai
2024-03-04,Buku Kuliah,11471.92,EXPENSE,Belanja,BCA
2024-03-04,Pizza,7464.27,EXPENSE,Makan & Minum,BCA
2024-03-04,Streaming Film,97850.76,EXPENSE,Hiburan,BCA
2024-03-05,Iuran Bulanan,126370.96,EXPENSE,Tagihan,Dompet Tunai
2024-03-05,Freelance,1355091.76,INCOME,Gaji,Gopay
2024-03-05,Biaya Admin Bank,28710.96,EXPENSE,Tagihan,Dompet Tunai
2024-03-05,Ongkos Angkot,45605.63,EXPENSE,Lain-lain,Gopay
2024-03-06,Iuran Kebersihan,88751.04,EXPENSE,Tagihan,Gopay
2024-03-06,GoFood,34670.93,EXPENSE,Makan & Minum,Dompet Tunai
2024-03-06,Game Online,87120.03,EXPENSE,Hiburan,BCA
2024-03-06,Martabak,35283.5,EXPENSE,Makan & Minum,Dompet Tunai
2024-03-07,Bubble Tea,27825.57,EXPENSE,Makan & Minum,Gopay
2024-03-07,Simpanan Bulanan,359782.26,INCOME,Goals,BCA
2024-03-07,Iuran Kebersihan,115313.83,EXPENSE,Tagihan,Gopay
2024-03-07,Donasi,49576.09,EXPENSE,Lain-lain,BCA
2024-03-07,Grab Motor,23899.35,EXPENSE,Lain-lain,Gopay
2024-03-07,Alfamart Minuman,26934.4,EXPENSE,Makan & Minum,Dompet Tunai
2024-03-08,Alfamart,68057.45,EXPENSE,Belanja,Dompet Tunai
2024-03-08,Game Online,92716.66,EXPENSE,Hiburan,BCA
2024-03-08,Fotokopi,36300.6,EXPENSE,Lain-lain,BCA
2024-03-08,Ongkos Angkot,38190.17,EXPENSE,Lain-lain,Dompet Tunai
2024-03-08,Mie Ayam,47813.15,EXPENSE,Makan & Minum,Gopay
2024-03-08,Parkir,120823.57,EXPENSE,Tagihan,Dompet Tunai
2024-03-08,Print Tugas,34113.07,EXPENSE,Lain-lain,BCA
2024-03-09,Bakso,37832.28,EXPENSE,Makan & Minum,Gopay
2024-03-09,Alfamart Minuman,8045.08,EXPENSE,Makan & Minum,Dompet Tunai
2024-03-09,Biaya Admin Bank,97926.84,EXPENSE,Tagihan,Gopay
2024-03-09,Tiket Wahana,25004.08,EXPENSE,Hiburan,Gopay
2024-03-09,Fotokopi,22660.52,EXPENSE,Lain-lain,Dompet Tunai
2024-03-09,Gojek,14313.44,EXPENSE,Lain-lain,Gopay
2024-03-09,Gojek,8681.44,EXPENSE,Lain-lain,BCA
2024-03-09,Minimarket,184564.17,EXPENSE,Belanja,Dompet Tunai
2024-03-09,Shopee,57615.04,EXPENSE,Belanja,Gopay
2024-03-09,Streaming Film,30590.29,EXPENSE,Hiburan,BCA
2024-03-10,Es Teh,22618.66,EXPENSE,Makan & Minum,BCA
2024-03-10,Kantin Kampus,37212.12,EXPENSE,Makan & Minum,BCA
2024-03-10,GrabFood,27168.13,EXPENSE,Makan & Minum,Dompet Tunai
2024-03-11,Gym,40128.26,EXPENSE,Hiburan,Gopay
2024-03-11,Alat Tulis,55651.99,EXPENSE,Belanja,Dompet Tunai
2024-03-11,Tiket Wahana,59455.2,EXPENSE,Hiburan,Gopay
2024-03-11,Alat Tulis,126081.07,EXPENSE,Belanja,BCA
2024-03-11,Simpanan Bulanan,281405.5,INCOME,Goals,BCA
2024-03-11,Skincare,117553.98,EXPENSE,Belanja,BCA
2024-03-11,Top Up OVO,119346.6,EXPENSE,Tagihan,BCA
2024-03-12,Nasi Padang,25523.15,EXPENSE,Makan & Minum,Dompet Tunai
2024-03-12,Minimarket,40340.45,EXPENSE,Belanja,BCA
2024-03-12,Karaoke,44788.48,EXPENSE,Hiburan,BCA
2024-03-12,Warung Nasi,28443.11,EXPENSE,Makan & Minum,Gopay
2024-03-12,Keperluan Lain,40150.86,EXPENSE,Lain-lain,Gopay
2024-03-12,Listrik Kos,97427.34,EXPENSE,Tagihan,Gopay
2024-03-12,Transfer Orang Tua,585582.08,INCOME,Gaji,BCA
2024-03-13,Minimarket,76460.0,EXPENSE,Belanja,Gopay
2024-03-13,Beasiswa,1059963.97,INCOME,Gaji,Gopay
2024-03-13,Top Up OVO,63123.46,EXPENSE,Tagihan,Dompet Tunai
2024-03-13,Mie Ayam,30621.98,EXPENSE,Makan & Minum,Gopay
2024-03-13,Iuran Bulanan,134614.42,EXPENSE,Tagihan,BCA
2024-03-13,Game Online,62704.87,EXPENSE,Hiburan,Gopay
2024-03-13,Gym,149361.25,EXPENSE,Hiburan,Dompet Tunai
2024-03-14,KFC,20564.49,EXPENSE,Makan & Minum,Gopay
2024-03-14,Iuran Bulanan,58492.48,EXPENSE,Tagihan,Gopay
2024-03-14,Langganan Spotify,140245.63,EXPENSE,Tagihan,Dompet Tunai
2024-03-14,Tokopedia,42414.13,EXPENSE,Belanja,Dompet Tunai
2024-03-14,Grab Motor,26544.44,EXPENSE,Lain-lain,BCA
2024-03-15,Fotokopi,25925.23,EXPENSE,Lain-lain,BCA
2024-03-15,Simpanan Bulanan,465240.74,INCOME,Goals,BCA
2024-03-15,Parkir Motor,5137.58,EXPENSE,Lain-lain,BCA
2024-03-15,Ongkos Angkot,14011.66,EXPENSE,Lain-lain,Dompet Tunai
2024-03-15,Tiket Wahana,145331.67,EXPENSE,Hiburan,Gopay
2024-03-15,Grab Motor,45284.58,EXPENSE,Lain-lain,Dompet Tunai
2024-03-15,Simpanan Bulanan,415843.58,INCOME,Goals,BCA
2024-03-15,Iuran Kebersihan,132233.44,EXPENSE,Tagihan,Gopay
2024-03-15,Gojek,38246.59,EXPENSE,Lain-lain,Gopay
2024-03-15,Listrik Kos,21641.49,EXPENSE,Tagihan,BCA
2024-03-15,Fotokopi,17609.12,EXPENSE,Lain-lain,BCA
2024-03-16,Baju,119802.65,EXPENSE,Belanja,Dompet Tunai
2024-03-16,Bowling,104705.51,EXPENSE,Hiburan,Gopay
2024-03-16,Parkir,24354.6,EXPENSE,Tagihan,Gopay
2024-03-16,Wifi Bulanan,114887.69,EXPENSE,Tagihan,Gopay
2024-03-16,ATM,7619.22,EXPENSE,Lain-lain,Gopay
2024-03-16,Shopee,6355.67,EXPENSE,Belanja,Gopay
2024-03-16,Buku Kuliah,175473.39,EXPENSE,Belanja,BCA
2024-03-16,Tabungan,348652.02,INCOME,Goals,BCA
2024-03-17,Bowling,129159.13,EXPENSE,Hiburan,Dompet Tunai
2024-03-17,Iuran Kebersihan,108435.69,EXPENSE,Tagihan,BCA
2024-03-17,Jus Buah,36780.9,EXPENSE,Makan & Minum,BCA
2024-03-17,Buku Kuliah,102148.16,EXPENSE,Belanja,Gopay
2024-03-17,Tiket Wahana,58043.43,EXPENSE,Hiburan,Gopay
2024-03-17,Langganan Spotify,113920.82,EXPENSE,Tagihan,Gopay
2024-03-17,Bioskop,21971.19,EXPENSE,Hiburan,Dompet Tunai
2024-03-18,Mie Ayam,28863.6,EXPENSE,Makan & Minum,Dompet Tunai
2024-03-18,McDonalds,31607.39,EXPENSE,Makan & Minum,Dompet Tunai
2024-03-18,Skincare,131973.78,EXPENSE,Belanja,BCA
2024-03-18,Ongkos Angkot,5693.75,EXPENSE,Lain-lain,Gopay
2024-03-18,Game Online,64501.39,EXPENSE,Hiburan,Gopay
2024-03-19,GrabFood,38078.2,EXPENSE,Makan & Minum,Gopay
2024-03-19,Netflix,62829.3,EXPENSE,Tagihan,BCA
2024-03-19,Gojek,28582.51,EXPENSE,Lain-lain,Dompet Tunai
2024-03-19,Biaya Admin Bank,76284.3,EXPENSE,Tagihan,Gopay
2024-03-19,Parkir Motor,13513.96,EXPENSE,Lain-lain,BCA
2024-03-19,Baju,46634.72,EXPENSE,Belanja,BCA
2024-03-19,Konser,132314.8,EXPENSE,Hiburan,Dompet Tunai
2024-03-19,Iuran Bulanan,111778.29,EXPENSE,Tagihan,Gopay
2024-03-19,Parkir,82880.45,EXPENSE,Tagihan,BCA
2024-03-19,Baju,20026.36,EXPENSE,Belanja,Dompet Tunai
2024-03-20,Tabungan,308047.05,INCOME,Goals,BCA
2024-03-20,Freelance,1872268.85,INCOME,Gaji,Gopay
2024-03-20,Iuran Kebersihan,24077.31,EXPENSE,Tagihan,Gopay
2024-03-20,Print Tugas,49522.58,EXPENSE,Lain-lain,BCA
2024-03-20,Tokopedia,160573.66,EXPENSE,Belanja,Gopay
2024-03-20,Tiket Wahana,55213.91,EXPENSE,Hiburan,Dompet Tunai
2024-03-20,Ongkos Angkot,29622.76,EXPENSE,Lain-lain,Dompet Tunai
2024-03-20,KFC,17138.73,EXPENSE,Makan & Minum,BCA
2024-03-20,Bioskop,132058.09,EXPENSE,Hiburan,Gopay
2024-03-21,Skincare,157018.97,EXPENSE,Belanja,BCA
2024-03-21,Bioskop,74889.17,EXPENSE,Hiburan,BCA
2024-03-21,Gojek,31077.4,EXPENSE,Lain-lain,Dompet Tunai
2024-03-21,Donasi,46279.97,EXPENSE,Lain-lain,BCA
2024-03-21,Ongkos Angkot,15486.23,EXPENSE,Lain-lain,BCA
2024-03-21,Gojek,41646.95,EXPENSE,Lain-lain,Dompet Tunai
2024-03-21,Es Teh,41857.86,EXPENSE,Makan & Minum,Gopay
2024-03-22,Langganan Spotify,148155.04,EXPENSE,Tagihan,Dompet Tunai
2024-03-22,Game Online,48100.32,EXPENSE,Hiburan,BCA
2024-03-23,Ongkos Angkot,3485.88,EXPENSE,Lain-lain,Gopay
2024-03-23,Parkir,13346.02,EXPENSE,Tagihan,Dompet Tunai
2024-03-23,Bakso,20791.18,EXPENSE,Makan & Minum,BCA
2024-03-23,Perlengkapan Kamar,41545.33,EXPENSE,Belanja,Gopay
2024-03-23,Donasi,18672.48,EXPENSE,Lain-lain,Dompet Tunai
2024-03-23,Listrik Kos,56420.21,EXPENSE,Tagihan,Dompet Tunai
2024-03-23,Nabung Liburan,156591.75,INCOME,Goals,BCA
2024-03-24,GoFood,49835.03,EXPENSE,Makan & Minum,Gopay
2024-03-24,Wifi Bulanan,19380.82,EXPENSE,Tagihan,Gopay
2024-03-24,Pulsa,52656.36,EXPENSE,Tagihan,Dompet Tunai
2024-03-24,GoFood,44299.53,EXPENSE,Makan & Minum,BCA
2024-03-24,Streaming Film,95811.54,EXPENSE,Hiburan,BCA
2024-03-24,Transfer Orang Tua,723193.95,INCOME,Gaji,Gopay
2024-03-24,Transfer Orang Tua,1170583.32,INCOME,Gaji,BCA
2024-03-24,ATM,27857.69,EXPENSE,Lain-lain,BCA
2024-03-25,Fotokopi,22358.27,EXPENSE,Lain-lain,BCA
2024-03-25,Freelance,1396119.65,INCOME,Gaji,Gopay
2024-03-25,Iuran Kebersihan,104799.76,EXPENSE,Tagihan,Gopay
2024-03-25,Buku Kuliah,136141.1,EXPENSE,Belanja,Gopay
2024-03-25,Print Tugas,18806.01,EXPENSE,Lain-lain,BCA
2024-03-25,Shopee,166731.96,EXPENSE,Belanja,Dompet Tunai
2024-03-25,Bubble Tea,48847.77,EXPENSE,Makan & Minum,BCA
2024-03-25,Perlengkapan Kamar,198294.92,EXPENSE,Belanja,Dompet Tunai
2024-03-25,ATM,20553.94,EXPENSE,Lain-lain,BCA
2024-03-26,Tokopedia,176428.07,EXPENSE,Belanja,Gopay
2024-03-26,Biaya Admin Bank,38023.71,EXPENSE,Tagihan,BCA
2024-03-26,Streaming Film,74618.05,EXPENSE,Hiburan,BCA
2024-03-26,Game Online,109681.96,EXPENSE,Hiburan,Gopay
2024-03-26,McDonalds,49548.21,EXPENSE,Makan & Minum,BCA
2024-03-26,Beasiswa,1802408.76,INCOME,Gaji,Gopay
2024-03-26,Mie Ayam,47157.34,EXPENSE,Makan & Minum,Gopay
2024-03-26,Netflix,85355.81,EXPENSE,Tagihan,BCA
2024-03-26,Ongkos Angkot,35824.68,EXPENSE,Lain-lain,Dompet Tunai
2024-03-26,Parkir Motor,30578.48,EXPENSE,Lain-lain,Gopay
2024-03-27,Perlengkapan Kamar,66481.62,EXPENSE,Belanja,Gopay
2024-03-27,Top Up Game,66417.23,EXPENSE,Hiburan,Gopay
2024-03-27,Shopee,123662.82,EXPENSE,Belanja,BCA
2024-03-27,Print Tugas,32831.63,EXPENSE,Lain-lain,BCA
2024-03-27,Warung Nasi,23445.72,EXPENSE,Makan & Minum,Dompet Tunai
2024-03-27,Minimarket,88286.02,EXPENSE,Belanja,Gopay
2024-03-27,Gym,27861.24,EXPENSE,Hiburan,Gopay
2024-03-27,Wifi Bulanan,45868.94,EXPENSE,Tagihan,Dompet Tunai
2024-03-28,Streaming Film,142197.31,EXPENSE,Hiburan,Gopay
2024-03-28,GrabFood,49207.04,EXPENSE,Makan & Minum,BCA
2024-03-28,Top Up Game,12686.92,EXPENSE,Hiburan,Gopay
2024-03-29,Keperluan Lain,16962.66,EXPENSE,Lain-lain,Gopay
2024-03-29,Biaya Admin Bank,128566.32,EXPENSE,Tagihan,Dompet Tunai
2024-03-29,Bowling,73310.51,EXPENSE,Hiburan,Gopay
2024-03-30,ATM,5442.17,EXPENSE,Lain-lain,Gopay
2024-03-30,Wifi Bulanan,84637.87,EXPENSE,Tagihan,Dompet Tunai
2024-03-30,GoFood,24249.79,EXPENSE,Makan & Minum,BCA
2024-03-30,Mie Ayam,17237.74,EXPENSE,Makan & Minum,BCA
2024-03-30,Kopi Kenangan,46763.76,EXPENSE,Makan & Minum,Gopay
2024-03-30,Tokopedia,134389.79,EXPENSE,Belanja,Gopay
2024-03-30,Beasiswa,1621206.41,INCOME,Gaji,Gopay
2024-03-30,Alat Tulis,32174.43,EXPENSE,Belanja,BCA
2024-03-30,Skincare,128528.25,EXPENSE,Belanja,Dompet Tunai
2024-03-30,Top Up OVO,127431.78,EXPENSE,Tagihan,Dompet Tunai
2024-03-30,Transfer Orang Tua,1391714.5,INCOME,Gaji,Gopay
2024-03-30,Beasiswa,514656.27,INCOME,Gaji,Gopay
2024-03-30,Fotokopi,13432.77,EXPENSE,Lain-lain,BCA
2024-03-31,Bowling,70242.83,EXPENSE,Hiburan,Dompet Tunai
2024-03-31,Fotokopi,21034.05,EXPENSE,Lain-lain,BCA
2024-03-31,Bakso,16592.32,EXPENSE,Makan & Minum,Gopay
2024-03-31,Olahraga,64318.15,EXPENSE,Hiburan,Gopay
2024-03-31,Langganan Spotify,110091.18,EXPENSE,Tagihan,Dompet Tunai
2024-04-01,Skincare,32231.99,EXPENSE,Belanja,Dompet Tunai
2024-04-01,Fotokopi,4083.8,EXPENSE,Lain-lain,BCA
2024-04-01,Bowling,131935.68,EXPENSE,Hiburan,BCA
2024-04-01,Bowling,147715.05,EXPENSE,Hiburan,Gopay
2024-04-01,Iuran Kebersihan,117321.9,EXPENSE,Tagihan,Gopay
2024-04-01,Pizza,27421.51,EXPENSE,Makan & Minum,Dompet Tunai
2024-04-01,Skincare,138235.46,EXPENSE,Belanja,Dompet Tunai
2024-04-02,Sepatu,65804.15,EXPENSE,Belanja,Dompet Tunai
2024-04-02,Streaming Film,62481.88,EXPENSE,Hiburan,BCA
2024-04-02,Es Teh,9413.72,EXPENSE,Makan & Minum,Dompet Tunai
2024-04-02,Pulsa,28625.49,EXPENSE,Tagihan,Dompet Tunai
2024-04-02,Wifi Bulanan,54281.87,EXPENSE,Tagihan,BCA
2024-04-02,Perlengkapan Kamar,124615.22,EXPENSE,Belanja,BCA
2024-04-02,Karaoke,131390.12,EXPENSE,Hiburan,Gopay
2024-04-02,Pulsa,57819.13,EXPENSE,Tagihan,Dompet Tunai
2024-04-03,Bowling,133244.07,EXPENSE,Hiburan,Dompet Tunai
2024-04-03,Keperluan Lain,40233.79,EXPENSE,Lain-lain,BCA
2024-04-03,Donasi,46385.29,EXPENSE,Lain-lain,Gopay
2024-04-04,Gym,21591.81,EXPENSE,Hiburan,BCA
2024-04-04,Parkir Motor,19661.16,EXPENSE,Lain-lain,Gopay
2024-04-05,Bakso,5585.09,EXPENSE,Makan & Minum,BCA
2024-04-05,Minimarket,180417.04,EXPENSE,Belanja,Dompet Tunai
2024-04-05,Konser,94482.8,EXPENSE,Hiburan,Dompet Tunai
2024-04-05,Baju,126306.91,EXPENSE,Belanja,Gopay
2024-04-06,Bowling,130058.73,EXPENSE,Hiburan,Gopay
2024-04-06,Alat Tulis,107061.23,EXPENSE,Belanja,Gopay
2024-04-06,Game Online,47184.01,EXPENSE,Hiburan,BCA
2024-04-06,Bowling,142783.46,EXPENSE,Hiburan,Dompet Tunai
2024-04-07,Indomaret Snack,19493.56,EXPENSE,Makan & Minum,Dompet Tunai
2024-04-07,Gojek,40789.78,EXPENSE,Lain-lain,Gopay
2024-04-07,Perlengkapan Kamar,174312.9,EXPENSE,Belanja,Gopay
2024-04-07,Olahraga,20437.09,EXPENSE,Hiburan,Gopay
2024-04-07,Baju,53938.5,EXPENSE,Belanja,BCA
2024-04-07,Indomaret,34331.29,EXPENSE,Belanja,BCA
2024-04-07,Alfamart Minuman,10828.17,EXPENSE,Makan & Minum,Gopay
2024-04-07,GrabFood,34699.28,EXPENSE,Makan & Minum,Gopay
2024-04-08,Langganan Spotify,96799.71,EXPENSE,Tagihan,Gopay
2024-04-08,Bowling,94992.54,EXPENSE,Hiburan,Gopay
2024-04-08,Olahraga,132731.11,EXPENSE,Hiburan,Gopay
2024-04-08,Indomaret,94531.47,EXPENSE,Belanja,Dompet Tunai
2024-04-08,Warung Nasi,37827.87,EXPENSE,Makan & Minum,Gopay
2024-04-09,Gym,99208.21,EXPENSE,Hiburan,BCA
2024-04-09,Top Up OVO,124073.75,EXPENSE,Tagihan,BCA
2024-04-09,Nabung Liburan,453699.62,INCOME,Goals,BCA
2024-04-09,Bubble Tea,26945.02,EXPENSE,Makan & Minum,Gopay
2024-04-09,Perlengkapan Kamar,82417.93,EXPENSE,Belanja,Gopay
2024-04-09,Skincare,89337.09,EXPENSE,Belanja,BCA
2024-04-10,Alfamart Minuman,18276.83,EXPENSE,Makan & Minum,BCA
2024-04-10,Ongkos Angkot,48633.57,EXPENSE,Lain-lain,BCA
2024-04-10,Skincare,115568.17,EXPENSE,Belanja,Dompet Tunai
2024-04-11,Perlengkapan Kamar,199344.18,EXPENSE,Belanja,Dompet Tunai
2024-04-11,Target Gadget,156222.71,INCOME,Goals,BCA
2024-04-11,Nasi Padang,22781.2,EXPENSE,Makan & Minum,BCA
2024-04-11,Bowling,119533.97,EXPENSE,Hiburan,BCA
2024-04-11,Karaoke,23674.1,EXPENSE,Hiburan,BCA
2024-04-11,Alat Tulis,131678.42,EXPENSE,Belanja,Gopay
2024-04-12,Baju,165812.79,EXPENSE,Belanja,Gopay
2024-04-12,Fotokopi,6395.94,EXPENSE,Lain-lain,Gopay
2024-04-12,GoFood,26089.73,EXPENSE,Makan & Minum,BCA
2024-04-12,Freelance,1947540.37,INCOME,Gaji,BCA
2024-04-12,Uang Saku,1450294.57,INCOME,Gaji,BCA
2024-04-12,Netflix,126926.38,EXPENSE,Tagihan,Gopay
2024-04-12,Parkir,24065.92,EXPENSE,Tagihan,Gopay
2024-04-13,Karaoke,95106.71,EXPENSE,Hiburan,BCA
2024-04-13,Streaming Film,39814.98,EXPENSE,Hiburan,BCA
2024-04-13,Nasi Padang,41667.13,EXPENSE,Makan & Minum,Dompet Tunai
2024-04-13,Parkir Motor,7302.76,EXPENSE,Lain-lain,Dompet Tunai
2024-04-13,KFC,5455.9,EXPENSE,Makan & Minum,Gopay
2024-04-13,Ongkos Angkot,31290.81,EXPENSE,Lain-lain,BCA
2024-04-13,Streaming Film,55704.58,EXPENSE,Hiburan,BCA
2024-04-13,Keperluan Lain,10271.35,EXPENSE,Lain-lain,Gopay
2024-04-14,Iuran Kebersihan,28882.42,EXPENSE,Tagihan,Gopay
2024-04-14,Target Gadget,420090.07,INCOME,Goals,BCA
2024-04-14,Martabak,48253.58,EXPENSE,Makan & Minum,Gopay
2024-04-14,Streaming Film,10806.21,EXPENSE,Hiburan,Dompet Tunai
2024-04-14,Beasiswa,611066.98,INCOME,Gaji,Gopay
2024-04-15,Iuran Kebersihan,121951.37,EXPENSE,Tagihan,Dompet Tunai
2024-04-15,Baju,181762.06,EXPENSE,Belanja,Dompet Tunai
2024-04-15,Parkir,18997.5,EXPENSE,Tagihan,Dompet Tunai
2024-04-15,Keperluan Lain,21112.1,EXPENSE,Lain-lain,Dompet Tunai
2024-04-15,Martabak,12508.71,EXPENSE,Makan & Minum,BCA
2024-04-16,Kopi Kenangan,16605.63,EXPENSE,Makan & Minum,Dompet Tunai
2024-04-16,Shopee,85150.55,EXPENSE,Belanja,Gopay
2024-04-16,Beasiswa,507409.97,INCOME,Gaji,Gopay
2024-04-16,Bowling,50213.46,EXPENSE,Hiburan,BCA
2024-04-16,Top Up Game,69947.95,EXPENSE,Hiburan,Dompet Tunai
2024-04-16,Bowling,20289.54,EXPENSE,Hiburan,BCA
2024-04-17,Nasi Padang,10298.8,EXPENSE,Makan & Minum,Dompet Tunai
2024-04-17,Biaya Admin Bank,110730.16,EXPENSE,Tagihan,Gopay
2024-04-17,Netflix,118827.4,EXPENSE,Tagihan,BCA
2024-04-17,Langganan Spotify,133645.85,EXPENSE,Tagihan,Gopay
2024-04-17,Tiket Wahana,146621.14,EXPENSE,Hiburan,Dompet Tunai
2024-04-17,Grab Motor,22521.97,EXPENSE,Lain-lain,Dompet Tunai
2024-04-17,Parkir,18852.62,EXPENSE,Tagihan,Dompet Tunai
2024-04-17,Martabak,8647.08,EXPENSE,Makan & Minum,Dompet Tunai
2024-04-17,Netflix,51110.5,EXPENSE,Tagihan,Dompet Tunai
2024-04-18,Netflix,107636.09,EXPENSE,Tagihan,Dompet Tunai
2024-04-18,Indomaret,193797.72,EXPENSE,Belanja,Gopay
2024-04-18,Keperluan Lain,7516.78,EXPENSE,Lain-lain,BCA
2024-04-18,McDonalds,40973.71,EXPENSE,Makan & Minum,Dompet Tunai
2024-04-18,Karaoke,22269.98,EXPENSE,Hiburan,BCA
2024-04-19,Streaming Film,41910.92,EXPENSE,Hiburan,BCA
2024-04-19,Langganan Spotify,123605.22,EXPENSE,Tagihan,BCA
2024-04-19,Tiket Wahana,49330.83,EXPENSE,Hiburan,Gopay
2024-04-19,Nabung Liburan,427151.88,INCOME,Goals,BCA
2024-04-19,Jus Buah,21573.93,EXPENSE,Makan & Minum,Dompet Tunai
2024-04-19,Alfamart,147783.85,EXPENSE,Belanja,Dompet Tunai
2024-04-20,Iuran Bulanan,71446.67,EXPENSE,Tagihan,Gopay
2024-04-21,Buku Kuliah,47489.05,EXPENSE,Belanja,BCA
2024-04-21,Wifi Bulanan,87738.41,EXPENSE,Tagihan,Dompet Tunai
2024-04-21,Tokopedia,82805.53,EXPENSE,Belanja,Gopay
2024-04-21,Top Up OVO,125659.46,EXPENSE,Tagihan,Dompet Tunai
2024-04-22,Iuran Kebersihan,97278.2,EXPENSE,Tagihan,Dompet Tunai
2024-04-22,Top Up OVO,109306.28,EXPENSE,Tagihan,Dompet Tunai
2024-04-22,Baju,124717.05,EXPENSE,Belanja,Dompet Tunai
2024-04-22,Indomaret,70834.96,EXPENSE,Belanja,Dompet Tunai
2024-04-22,Kopi Kenangan,8030.78,EXPENSE,Makan & Minum,Dompet Tunai
2024-04-22,Listrik Kos,42616.4,EXPENSE,Tagihan,BCA
2024-04-22,Netflix,60984.88,EXPENSE,Tagihan,Dompet Tunai
2024-04-22,Biaya Admin Bank,129898.65,EXPENSE,Tagihan,BCA
2024-04-22,Minimarket,12008.74,EXPENSE,Belanja,Gopay
2024-04-22,Minimarket,187561.39,EXPENSE,Belanja,Dompet Tunai
2024-04-22,Olahraga,24793.06,EXPENSE,Hiburan,BCA
2024-04-23,Uang Saku,714487.52,INCOME,Gaji,Gopay
2024-04-23,Top Up Game,105231.89,EXPENSE,Hiburan,Gopay
2024-04-23,Kopi Kenangan,37502.01,EXPENSE,Makan & Minum,Gopay
2024-04-23,Ongkos Angkot,19058.46,EXPENSE,Lain-lain,Dompet Tunai
